TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
125.397333333,0.216772,1.34539,0.371992,0.480247,0.0202685,2.60885,0.190594,0.250501,0.349601,0,1.81192,0.20854
125.440000000,0.080648,1.34018,0.806944,0.00913409,0.0170145,2.48892,0.0538047,0.254401,0.0369824,0,2.19952,0.517692
125.482666667,0.647476,1.18662,0.885522,0,0.00457875,2.62684,0.0577621,0.0690493,0.0568297,0.69293,2.17027,0.0525326
125.525333333,0.688098,1.03542,0.919169,0.0122867,0,2.73779,0.0404618,0.349865,0.0321891,0.667821,2.3674,0.0266038
125.568000000,0.272918,0.780123,1.03902,0.0244187,0,2.70367,0.0264808,0.469375,0.0467956,0.440211,2.72224,0.0509228
125.610666667,0.000249228,0.521171,1.39632,0.0204019,0.00224842,2.60669,0.016008,0.562031,0.160314,0.121098,3.17726,0.112074
125.653333333,0.015603,0.381904,1.61946,0.018889,0.0108103,2.60257,0.013951,0.352502,0.296205,0.0572776,3.34197,0.19084
125.696000000,0.0653897,0.565835,1.57768,0.0143143,0.0162342,2.79072,0.0114802,0.0181068,0.392189,2.83701e-05,3.35821,0.367862
125.738666667,0.0805817,0.780927,1.0681,0.00990068,0.0564649,2.84828,0.00853036,0.00203182,0.44853,0,3.52306,0.616638
125.781333333,0.0652973,0.588961,0.91304,0,0.0308319,2.92598,0.00459747,0,0.436171,0.110749,3.31589,0.625901
125.824000000,0.000305395,0.429504,0.940372,0.269416,0.0515555,2.80166,0.0406363,0,0.701402,0.0908876,2.90498,0.307521
125.866666667,0.0414274,0.880903,0.748958,1.18983,0.144851,2.42734,0.162649,0,1.27704,0.0594737,1.79781,0.00057265
125.909333333,0.416989,1.14015,0.0508159,1.43734,0.0111324,1.93159,0.373551,0,2.10544,0.0605468,1.22946,0.134872
125.952000000,0.430764,1.09682,0.0537814,1.27452,0.0105035,1.83965,0.350136,0.0201617,2.84758,0.0503151,1.08074,0.152855
125.994666667,0.410424,1.09119,0.0495987,1.4804,0.0231853,1.78534,0.281762,0.0327612,3.05475,0.0539456,0.873003,0.152229
